token,freq,n_folios,length,first_char,last_char,in_label_pct,in_paragraph_pct,A_pct,B_pct,dominant_section,dominant_section_pct,is_hapax,specificity
okalaiin,3,3,8,o,n,0.0,0.6666666666666666,0.3333333333333333,0.3,pharmaceutical,0.3333333333333333,False,0.3333333333333333
ys,3,3,2,y,s,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,biological,0.3333333333333333,False,0.3333333333333333
cheols,3,3,6,c,s,0.0,0.6666666666666666,0.6666666666666666,0.0,pharmaceutical,0.6666666666666666,False,0.6666666666666666
o{ckhh}y,3,3,8,o,y,0.0,0.6666666666666666,0.0,0.6666666666666666,recipes,0.6666666666666666,False,0.6666666666666666
otalam,3,3,6,o,m,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3,pharmaceutical,0.3333333333333333,False,0.6666666666666666
to@152;aiin,3,3,11,t,n,0.0,0.6666666666666666,0.0,0.6666666666666666,herbal,0.6666666666666666,False,0.6666666666666666
cheocphey,3,3,9,c,y,0.0,0.6666666666666666,0.3333333333333333,0.3,cosmological,0.3333333333333333,False,0.3333333333333333
sheoy,3,3,5,s,y,0.0,1.0,0.3333333333333333,0.3,astronomical,0.3333333333333333,False,0.3333333333333333
otes,3,3,4,o,s,0.0,0.6666666666666666,0.0,0.6666666666666666,biological,0.3333333333333333,False,0.3333333333333333
okeear,3,3,6,o,r,0.0,0.6666666666666666,0.0,0.6666666666666666,recipes,0.6666666666666666,False,0.6666666666666666
okolar,3,3,6,o,r,0.3333333333333333,0.0,0.0,0.0,zodiac,0.6666666666666666,False,0.6666666666666666
otoar,3,3,5,o,r,0.0,0.0,0.0,0.0,zodiac,0.6666666666666666,False,0.6666666666666666
chsdy,3,3,5,c,y,0.0,0.6666666666666666,0.0,0.6666666666666666,biological,0.6666666666666666,False,0.6666666666666666
cheyky,3,3,6,c,y,0.0,0.6666666666666666,0.0,0.6666666666666666,cosmological,0.3333333333333333,False,0.3333333333333333
ykeeos,3,3,6,y,s,0.0,0.6666666666666666,0.0,0.6666666666666666,recipes,0.6666666666666666,False,0.6666666666666666
otolam,3,3,6,o,m,0.6666666666666666,0.0,0.0,0.0,zodiac,0.6666666666666666,False,1.3333333333333333
araly,3,3,5,a,y,1.0,0.0,0.0,0.0,zodiac,0.6666666666666666,False,1.3333333333333333
okee@222;,3,3,9,o,;,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,recipes,0.6666666666666666,False,0.6666666666666666
qokee@152;@222;,3,3,15,q,;,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
olkees,3,3,6,o,s,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
solchey,3,3,7,s,y,0.0,0.6666666666666666,0.0,1.0,biological,1.0,False,1.0
chkchol,3,3,7,c,l,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.3333333333333333,False,0.3333333333333333
kcheody,3,3,7,k,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
lkechedy,3,3,8,l,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
olkchedy,3,2,8,o,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
she@221;l,3,3,9,s,l,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
qokeear,3,3,7,q,r,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
shekain,3,3,7,s,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
oror,3,3,4,o,r,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3,pharmaceutical,0.3333333333333333,False,0.6666666666666666
sheockhey,3,3,9,s,y,0.0,1.0,0.6666666666666666,0.27272727272727276,pharmaceutical,0.6666666666666666,False,0.6666666666666666
daiindy,3,2,7,d,y,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
chosaiin,3,3,8,c,n,0.0,1.0,0.6666666666666666,0.27272727272727276,pharmaceutical,0.6666666666666666,False,0.6666666666666666
kshe@152;y,3,3,10,k,y,0.0,1.0,0.0,1.0,herbal,0.6666666666666666,False,0.6666666666666666
opcheedy,3,3,8,o,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
olkor,3,3,5,o,r,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6,herbal,0.6666666666666666,False,0.6666666666666666
pchedaiin,3,3,9,p,n,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
chckhaiin,3,3,9,c,n,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
opary,3,3,5,o,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
otalar,3,3,6,o,r,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3,recipes,0.6666666666666666,False,0.6666666666666666
pcheos,3,2,6,p,s,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
keeos,3,3,5,k,s,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
shockhey,3,3,8,s,y,0.3333333333333333,0.6666666666666666,1.0,0.0,pharmaceutical,1.0,False,1.0
che@221;,3,3,8,c,;,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
qoee@222;,3,3,9,q,;,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
qoeedaiin,3,3,9,q,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
cheekain,3,3,8,c,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
polchedy,3,3,8,p,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
okedaiin,3,3,8,o,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
ychedar,3,2,7,y,r,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
lkchdy,3,2,6,l,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
lkche@152;y,3,2,11,l,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
aky,3,3,3,a,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
lkeiin,3,2,6,l,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
deiin,3,2,5,d,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
raram,3,3,5,r,m,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
lokeey,3,3,6,l,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
raraiin,3,3,7,r,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
aiinal,3,2,6,a,l,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
charain,3,3,7,c,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
qotcheedy,3,3,9,q,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
alkeedy,3,3,7,a,y,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
ltal,3,3,4,l,l,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
qoke@152;ain,3,3,12,q,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
qoiin,3,3,5,q,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
otchod,3,3,6,o,d,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
orair,3,3,5,o,r,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
qokeee@222;,3,3,11,q,;,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
cheed,3,2,5,c,d,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
lcheo,3,3,5,l,o,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
qokedaiin,3,3,9,q,n,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
ol@152;aiin,3,3,11,o,n,0.0,1.0,1.0,0.0,pharmaceutical,1.0,False,1.0
cholkeedy,3,3,9,c,y,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
dcheos,3,3,6,d,s,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
oteiin,3,3,6,o,n,0.0,1.0,0.0,1.0,biological,0.3333333333333333,False,0.3333333333333333
otedal,3,3,6,o,l,0.3333333333333333,0.6666666666666666,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
qekeey,3,3,6,q,y,0.0,1.0,0.0,1.0,biological,0.3333333333333333,False,0.3333333333333333
{ch'}eeky,3,3,9,{,y,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
qokeedal,3,3,8,q,l,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
ofal,3,3,4,o,l,0.0,1.0,0.3333333333333333,0.6,biological,0.3333333333333333,False,0.3333333333333333
ysheedy,3,3,7,y,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
qokeche@152;y,3,3,13,q,y,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
olpchedy,3,2,8,o,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
qokas,3,3,5,q,s,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
cheolkain,3,3,9,c,n,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
shekaiin,3,3,8,s,n,0.0,1.0,0.0,1.0,biological,0.3333333333333333,False,0.3333333333333333
ckheo,3,3,5,c,o,0.0,1.0,1.0,0.0,herbal,0.6666666666666666,False,0.6666666666666666
solkain,3,3,7,s,n,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
otalshedy,3,3,9,o,y,0.0,0.6666666666666666,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
cheokain,3,3,8,c,n,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
shee@152;@222;,3,3,14,s,;,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
lcheam,3,3,6,l,m,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
@206;,3,2,5,@,;,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
{ch'}ee@152;y,3,3,13,{,y,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
chkam,3,3,5,c,m,0.0,1.0,0.3333333333333333,0.6,biological,0.3333333333333333,False,0.3333333333333333
olteedy,3,3,7,o,y,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
qotshdy,3,3,7,q,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
olkair,3,3,6,o,r,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
d{ch'}eey,3,3,9,d,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
dalchdy,3,3,7,d,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
lkeed,3,3,5,l,d,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
tockhy,3,3,6,t,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
@221;ls,3,3,7,@,s,0.0,1.0,1.0,0.0,pharmaceutical,0.6666666666666666,False,0.6666666666666666
tos,3,3,3,t,s,0.0,1.0,1.0,0.0,pharmaceutical,0.6666666666666666,False,0.6666666666666666
tchos,3,3,5,t,s,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
alky,3,3,4,a,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
qoedy,3,3,5,q,y,0.0,0.6666666666666666,0.0,1.0,cosmological,0.3333333333333333,False,0.3333333333333333
opdaiin,3,2,7,o,n,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
olkchey,3,2,7,o,y,0.0,1.0,0.0,1.0,text,0.6666666666666666,False,0.6666666666666666
keear,3,2,5,k,r,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
qockheey,3,2,8,q,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
{ch'}eody,3,3,9,{,y,0.0,0.6666666666666666,0.0,1.0,cosmological,0.6666666666666666,False,0.6666666666666666
og,3,3,2,o,g,0.0,0.6666666666666666,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
cheokaiin,3,3,9,c,n,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
lkor,3,3,4,l,r,0.0,1.0,0.0,1.0,text,0.6666666666666666,False,0.6666666666666666
otedam,3,3,6,o,m,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
okedar,3,3,6,o,r,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
sch@152;y,3,3,9,s,y,0.0,0.6666666666666666,0.0,1.0,biological,0.3333333333333333,False,0.3333333333333333
op,3,3,2,o,p,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
dalshdy,3,3,7,d,y,0.0,1.0,0.3333333333333333,0.6,biological,0.3333333333333333,False,0.3333333333333333
she@152;al,3,3,10,s,l,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
qotedar,3,3,7,q,r,0.0,0.6666666666666666,0.0,1.0,biological,0.3333333333333333,False,0.3333333333333333
osal,3,3,4,o,l,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.27272727272727276,biological,0.3333333333333333,False,0.3333333333333333
charam,3,3,6,c,m,0.0,1.0,0.0,1.0,recipes,1.0,False,1.0
@152;al@152;y,3,3,13,@,y,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
chydy,3,3,5,c,y,0.0,1.0,0.6666666666666666,0.0,herbal,0.6666666666666666,False,0.6666666666666666
qok{ch'}y,3,3,9,q,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
qoeees,3,3,6,q,s,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
otchdal,3,3,7,o,l,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3,herbal,0.3333333333333333,False,0.3333333333333333
kchaiin,3,3,7,k,n,0.0,0.6666666666666666,1.0,0.0,herbal,1.0,False,1.0
qokcheo,3,3,7,q,o,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
teeor,3,3,5,t,r,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
das,3,3,3,d,s,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.27272727272727276,herbal,0.3333333333333333,False,0.3333333333333333
@222;kchy,3,3,9,@,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
okchom,3,3,6,o,m,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
ckhody,3,3,6,c,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
qotchar,3,3,7,q,r,0.0,0.6666666666666666,1.0,0.0,herbal,1.0,False,1.0
yshor,3,3,5,y,r,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.3333333333333333,False,0.3333333333333333
chcthody,3,3,8,c,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
schy,3,3,4,s,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,1.0,False,1.0
tshor,3,3,5,t,r,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,1.0,False,1.0
dchckhy,3,3,7,d,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
dydy,3,3,4,d,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
ykshy,3,3,5,y,y,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,herbal,0.6666666666666666,False,0.6666666666666666
sodaiin,3,3,7,s,n,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,1.0,False,1.0
dalo,3,2,4,d,o,0.0,1.0,0.3333333333333333,0.6,biological,0.6666666666666666,False,0.6666666666666666
yol,3,3,3,y,l,0.0,0.6666666666666666,0.6666666666666666,0.0,herbal,0.6666666666666666,False,0.6666666666666666
tshy,3,3,4,t,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
qokeees,3,3,7,q,s,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
shdaiin,3,3,7,s,n,0.0,1.0,0.3333333333333333,0.6,herbal,0.3333333333333333,False,0.3333333333333333
ytoiin,3,3,6,y,n,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
ot@222;,3,3,7,o,;,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
cheeodam,3,3,8,c,m,0.0,1.0,0.3333333333333333,0.6,herbal,0.6666666666666666,False,0.6666666666666666
oeeey,3,3,5,o,y,0.0,0.6666666666666666,0.3333333333333333,0.6,herbal,0.6666666666666666,False,0.6666666666666666
olom,3,3,4,o,m,0.0,1.0,0.3333333333333333,0.6,biological,0.6666666666666666,False,0.6666666666666666
chcth,3,3,5,c,h,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
tod,3,3,3,t,d,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
chtar,3,3,5,c,r,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
oeeeos,3,3,6,o,s,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3,herbal,0.6666666666666666,False,0.6666666666666666
cheeb,3,3,5,c,b,0.0,1.0,0.6666666666666666,0.27272727272727276,biological,0.3333333333333333,False,0.3333333333333333
oldal,3,3,5,o,l,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.3333333333333333,False,0.3333333333333333
cth@222;,3,3,8,c,;,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
schor,3,3,5,s,r,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
darom,3,3,5,d,m,0.0,1.0,0.3333333333333333,0.6,biological,0.3333333333333333,False,0.3333333333333333
ofchy,3,3,5,o,y,0.0,1.0,0.3333333333333333,0.6,herbal,1.0,False,1.0
dykaiin,3,3,7,d,n,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
olshy,3,3,5,o,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.3333333333333333,False,0.3333333333333333
cthodaiin,3,3,9,c,n,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
qotcheol,3,3,8,q,l,0.0,0.6666666666666666,1.0,0.0,herbal,1.0,False,1.0
ch@221;r,3,3,8,c,r,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,herbal,0.3333333333333333,False,0.3333333333333333
doiiin,3,2,6,d,n,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
qoteeody,3,3,8,q,y,0.0,0.6666666666666666,0.3333333333333333,0.3,herbal,0.3333333333333333,False,0.3333333333333333
odaiir,3,3,6,o,r,0.0,1.0,0.3333333333333333,0.6,herbal,0.6666666666666666,False,0.6666666666666666
toy,3,3,3,t,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
cthyd,3,3,5,c,d,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,herbal,0.6666666666666666,False,0.6666666666666666
pchocthy,3,3,8,p,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
chekedy,3,2,7,c,y,0.0,1.0,0.0,1.0,herbal,1.0,False,1.0
oltchey,3,3,7,o,y,0.0,1.0,0.3333333333333333,0.6,biological,0.3333333333333333,False,0.3333333333333333
cholo,3,3,5,c,o,0.0,1.0,0.3333333333333333,0.6,biological,0.3333333333333333,False,0.3333333333333333
lshy,3,3,4,l,y,0.0,0.6666666666666666,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
shty,3,3,4,s,y,0.0,1.0,0.3333333333333333,0.6,herbal,0.3333333333333333,False,0.3333333333333333
ychain,3,3,6,y,n,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
daiiny,3,3,6,d,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,1.0,False,1.0
otchal,3,3,6,o,l,0.0,0.6666666666666666,0.6666666666666666,0.0,herbal,0.6666666666666666,False,0.6666666666666666
ypchol,3,3,6,y,l,0.0,1.0,1.0,0.0,herbal,0.6666666666666666,False,0.6666666666666666
chotchey,3,3,8,c,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
kechy,3,3,5,k,y,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
chokeo,3,3,6,c,o,0.0,0.3333333333333333,0.6666666666666666,0.0,herbal,0.6666666666666666,False,0.6666666666666666
chckh,3,3,5,c,h,0.0,1.0,0.6666666666666666,0.27272727272727276,text,0.6666666666666666,False,0.6666666666666666
cheaiin,3,3,7,c,n,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
ycho,3,3,4,y,o,0.0,1.0,1.0,0.0,herbal,0.6666666666666666,False,0.6666666666666666
kodaiin,3,3,7,k,n,0.0,1.0,1.0,0.0,herbal,0.3333333333333333,False,0.3333333333333333
shodain,3,3,7,s,n,0.0,0.6666666666666666,0.3333333333333333,0.6,cosmological,0.3333333333333333,False,0.3333333333333333
shoshy,3,3,6,s,y,0.0,1.0,1.0,0.0,herbal,0.6666666666666666,False,0.6666666666666666
kos,3,3,3,k,s,0.0,1.0,1.0,0.0,herbal,0.6666666666666666,False,0.6666666666666666
{c'y},3,3,5,{,},0.0,1.0,1.0,0.0,herbal,0.6666666666666666,False,0.6666666666666666
chtaiin,3,3,7,c,n,0.0,1.0,0.3333333333333333,0.6,herbal,0.3333333333333333,False,0.3333333333333333
ckhar,3,3,5,c,r,0.0,1.0,0.6666666666666666,0.27272727272727276,recipes,0.6666666666666666,False,0.6666666666666666
@221;taiin,3,3,10,@,n,0.0,1.0,0.3333333333333333,0.6,herbal,0.3333333333333333,False,0.3333333333333333
{ch'}ees,3,3,8,{,s,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
qoteeey,3,3,7,q,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
sols,3,3,4,s,s,0.0,0.6666666666666666,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
to,3,3,2,t,o,0.0,0.6666666666666666,0.6666666666666666,0.0,herbal,0.6666666666666666,False,0.6666666666666666
dey,3,3,3,d,y,0.0,1.0,0.3333333333333333,0.6,herbal,0.6666666666666666,False,0.6666666666666666
chk@221;r,3,2,9,c,r,0.0,0.6666666666666666,1.0,0.0,herbal,1.0,False,1.0
toiin,3,3,5,t,n,0.0,1.0,1.0,0.0,herbal,0.6666666666666666,False,0.6666666666666666
schol,3,3,5,s,l,0.0,0.6666666666666666,1.0,0.0,herbal,1.0,False,1.0
lody,3,3,4,l,y,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
chot,3,3,4,c,t,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
ofchey,3,3,6,o,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
cphal,3,3,5,c,l,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
kchod,3,3,5,k,d,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
@152;or,3,3,7,@,r,0.0,1.0,0.6666666666666666,0.27272727272727276,biological,0.3333333333333333,False,0.3333333333333333
otag,3,3,4,o,g,0.0,1.0,0.3333333333333333,0.6,herbal,0.3333333333333333,False,0.3333333333333333
qoair,3,3,5,q,r,0.0,1.0,0.6666666666666666,0.27272727272727276,recipes,0.6666666666666666,False,0.6666666666666666
ychear,3,3,6,y,r,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
ckhaiin,3,3,7,c,n,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
ckham,3,3,5,c,m,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
ykoiin,3,3,6,y,n,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
qotchody,3,3,8,q,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
otan,3,3,4,o,n,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
choteol,3,3,7,c,l,0.0,1.0,0.6666666666666666,0.0,herbal,0.6666666666666666,False,0.6666666666666666
cheory,3,3,6,c,y,0.0,1.0,0.3333333333333333,0.6,biological,0.3333333333333333,False,0.3333333333333333
she@221;r,3,3,9,s,r,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.3333333333333333,False,0.3333333333333333
shtchy,3,3,6,s,y,0.0,1.0,0.6666666666666666,0.27272727272727276,herbal,0.6666666666666666,False,0.6666666666666666
chodaly,3,3,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
ykeechy,3,3,7,y,y,0.0,0.6666666666666666,0.0,0.6666666666666666,astronomical,0.3333333333333333,False,0.3333333333333333
chopy,3,3,5,c,y,0.0,1.0,1.0,0.0,herbal,0.6666666666666666,False,0.6666666666666666
okedor,3,3,6,o,r,0.0,0.6666666666666666,0.0,1.0,biological,0.3333333333333333,False,0.3333333333333333
opchal,3,3,6,o,l,0.0,1.0,0.6666666666666666,0.27272727272727276,recipes,0.6666666666666666,False,0.6666666666666666
cholkar,3,3,7,c,r,0.0,1.0,0.0,1.0,herbal,0.3333333333333333,False,0.3333333333333333
chete@152;y,3,3,11,c,y,0.0,0.3333333333333333,0.0,0.3333333333333333,astronomical,0.6666666666666666,False,0.6666666666666666
@152;aim,3,2,8,@,m,0.0,0.0,0.0,0.6666666666666666,herbal,0.6666666666666666,False,0.6666666666666666
yfchey,3,3,6,y,y,0.0,1.0,0.0,0.6666666666666666,herbal,0.6666666666666666,False,0.6666666666666666
qopch@152;y,3,3,11,q,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
qok@152;y,3,3,9,q,y,0.0,1.0,0.0,1.0,herbal,0.6666666666666666,False,0.6666666666666666
sheet,3,3,5,s,t,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
py,3,3,2,p,y,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
daldaiin,3,3,8,d,n,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,cosmological,0.3333333333333333,False,0.3333333333333333
lchar,3,3,5,l,r,0.0,1.0,0.3333333333333333,0.6,herbal,0.3333333333333333,False,0.3333333333333333
oair,3,3,4,o,r,0.0,1.0,0.3333333333333333,0.6,recipes,0.6666666666666666,False,0.6666666666666666
keo@152;y,3,3,9,k,y,0.0,1.0,0.3333333333333333,0.6,herbal,0.6666666666666666,False,0.6666666666666666
kaldy,3,3,5,k,y,0.0,1.0,0.3333333333333333,0.6,biological,0.3333333333333333,False,0.3333333333333333
oke@152;ar,3,3,10,o,r,0.0,1.0,0.0,1.0,biological,0.6666666666666666,False,0.6666666666666666
oche@152;y,3,3,10,o,y,0.0,0.6666666666666666,0.0,1.0,cosmological,0.3333333333333333,False,0.3333333333333333
